N,P,K,temperature,humidity,ph,rainfall,label
107.63,18.74,51.95,32.5918,86.4978,5.7343,49.843,watermelon
100.84,22.9,42.64,27.1064,90.2233,6.3206,51.2386,watermelon
103.64,22.79,47.41,27.3681,76.2767,6.1646,51.6964,watermelon
85.39,28.39,42.64,29.5154,82.5555,6.5355,47.7588,watermelon
111.78,18.91,58.12,26.1764,99.0,5.9527,43.3454,watermelon
107.79,16.05,38.98,24.709,89.3047,6.637,49.5103,watermelon
98.81,16.15,61.16,28.6129,74.2758,6.664,43.902,watermelon
101.88,25.48,59.01,28.7303,77.1967,6.0918,52.3074,watermelon
109.03,11.4,43.57,26.307,88.5813,6.5477,48.9912,watermelon
95.28,13.61,47.08,29.5193,87.7047,6.629,45.5679,watermelon
83.17,19.18,45.01,25.8334,82.8879,6.7351,40.617,watermelon
95.47,17.24,53.01,27.8646,99.0,6.1328,53.8363,watermelon
100.52,22.84,59.89,29.0311,99.0,6.0976,49.9133,watermelon
98.68,11.31,58.3,26.1967,85.1493,6.8757,60.7208,watermelon
112.18,17.67,46.97,26.9136,93.1107,6.2945,49.6835,watermelon
89.4,17.06,58.78,28.052,93.4622,6.3681,50.2694,watermelon
90.67,12.64,58.2,25.2676,94.3911,6.6583,35.7431,watermelon
88.42,22.39,48.68,24.3717,82.5194,6.2077,48.1734,watermelon
103.29,17.54,49.93,28.666,99.0,6.4335,43.7843,watermelon
83.74,17.33,60.79,26.6135,86.5198,6.7229,51.785,watermelon
106.44,13.88,57.41,24.9888,89.9539,6.1447,48.3428,watermelon
89.67,16.15,58.57,26.1882,87.0143,6.375,52.8969,watermelon
91.27,12.89,68.1,27.0171,86.0222,6.2183,60.9282,watermelon
116.7,22.32,53.83,22.8614,88.9488,6.3065,40.4115,watermelon
111.33,23.16,52.28,27.432,78.6988,6.7964,52.6269,watermelon
100.19,26.4,59.51,26.8169,73.2019,6.8513,50.7852,watermelon
85.89,20.17,63.91,29.3102,85.5063,6.5645,59.8551,watermelon
119.14,16.3,45.72,25.562,80.837,6.6331,50.9377,watermelon
97.04,15.66,48.59,28.7542,90.8325,6.6262,50.2099,watermelon
101.48,20.45,42.87,25.9107,90.0365,6.3319,51.9602,watermelon
108.12,19.0,52.4,26.2783,87.0944,6.5595,52.4489,watermelon
79.37,17.13,56.22,26.5619,97.371,6.1762,56.1806,watermelon
92.6,16.69,43.36,30.1865,86.9564,6.2604,40.2644,watermelon
98.32,23.86,57.94,23.521,76.7929,6.4783,43.2536,watermelon
100.31,15.84,46.83,26.9902,85.4345,6.2348,58.147,watermelon
85.96,24.73,46.26,26.0845,95.1968,6.1818,32.289,watermelon
102.26,18.91,57.91,25.9429,73.8102,6.322,45.4069,watermelon
99.34,16.16,45.62,27.166,86.3417,6.7866,47.0469,watermelon
115.67,14.07,40.18,28.212,91.0282,6.8893,44.7616,watermelon
109.0,17.23,55.21,27.0633,99.0,6.4919,57.0666,watermelon
96.31,20.52,49.08,28.4704,95.4578,6.6455,49.3316,watermelon
97.04,16.11,58.39,25.4981,87.9283,6.3591,43.2888,watermelon
109.14,22.25,55.83,25.9029,90.6453,5.9836,41.5591,watermelon
101.84,15.87,37.76,23.9983,73.7161,6.2766,47.9728,watermelon
85.29,17.38,59.21,29.9658,79.6519,6.4229,54.1617,watermelon
119.94,11.57,63.3,25.6266,91.5567,6.5352,46.9689,watermelon
89.1,20.8,57.24,25.4056,88.1282,6.4748,45.0591,watermelon
123.79,16.66,57.52,27.2133,89.0212,6.4296,41.133,watermelon
103.28,25.89,48.27,28.2142,87.2388,6.3563,48.6183,watermelon
92.65,21.52,46.66,24.6158,86.9644,6.586,48.23,watermelon
75.33,18.42,51.49,28.3734,87.7205,6.159,40.9305,watermelon
106.77,24.13,56.44,25.3934,79.6078,6.7005,53.1849,watermelon
83.5,20.03,56.26,28.8612,85.3975,6.3534,57.9423,watermelon
102.57,23.04,46.94,24.9182,78.2913,7.0168,46.343,watermelon
118.34,13.69,46.23,27.4709,82.6628,6.4212,48.115,watermelon
87.62,20.31,39.57,26.0854,95.3713,6.38,38.2655,watermelon
106.38,20.51,54.53,23.7472,85.7347,6.3593,51.1603,watermelon
90.88,10.28,47.27,23.1681,91.1709,6.3824,49.2492,watermelon
110.33,25.53,47.89,24.5141,87.8071,6.6518,43.7173,watermelon
99.66,12.2,62.1,27.9851,84.3058,6.4894,40.7956,watermelon
98.81,11.51,54.19,22.1137,79.94,6.7468,58.933,watermelon
111.07,5.0,52.26,26.6679,84.1996,6.6161,48.6794,watermelon
105.25,20.37,55.81,26.4938,88.2822,6.5079,39.5763,watermelon
90.95,9.78,59.94,22.6354,91.0611,6.5932,51.9888,watermelon
116.87,15.42,38.68,24.4062,87.8564,6.7991,47.6076,watermelon
83.64,22.19,46.04,24.4024,91.5464,6.6642,46.4122,watermelon
101.76,18.96,48.38,26.1054,76.3588,6.5701,52.8499,watermelon
90.77,14.88,43.15,28.9327,93.0666,6.6057,27.7107,watermelon
84.13,10.05,48.14,28.1499,79.1022,6.2118,33.3507,watermelon
87.66,17.46,39.14,25.2794,93.8845,7.1429,55.6545,watermelon
98.51,22.28,56.46,24.3412,90.5168,6.632,45.0975,watermelon
102.5,21.5,46.38,22.8833,73.9087,6.657,43.0126,watermelon
109.59,26.93,51.41,25.2428,92.1587,6.4928,36.6357,watermelon
113.76,14.73,50.36,24.2024,93.9657,5.9256,47.3569,watermelon
101.78,11.41,53.9,25.9277,95.8051,6.4337,48.2208,watermelon
94.57,19.55,32.77,26.0035,81.6198,6.519,56.0857,watermelon
109.39,19.06,53.15,25.0488,88.2559,6.2943,48.6071,watermelon
92.85,17.98,48.07,25.0907,91.8611,6.2921,43.8803,watermelon
83.04,14.27,52.85,24.6124,92.1543,6.4152,48.8397,watermelon
108.39,5.0,41.74,24.975,89.8666,6.6929,53.7664,watermelon
112.24,12.97,52.9,28.8718,84.0135,6.8139,52.2385,watermelon
90.78,20.79,59.09,27.0356,93.9156,6.5427,50.35,watermelon
118.61,19.42,51.33,27.0627,93.9567,6.3582,47.9221,watermelon
104.83,22.83,44.98,28.0239,85.9201,6.4094,41.9307,watermelon
103.34,19.73,45.29,27.847,81.5151,6.5249,38.7704,watermelon
93.83,21.68,54.03,28.8495,81.9047,6.5545,37.663,watermelon
109.17,21.82,53.99,27.1768,96.5537,6.6087,48.7578,watermelon
83.76,18.1,52.5,26.4103,93.6547,6.3902,49.488,watermelon
95.6,18.14,49.74,24.8185,86.8597,6.6323,53.6601,watermelon
91.67,5.0,51.42,24.3517,85.6058,6.6126,49.9321,watermelon
85.91,14.72,49.55,27.7645,74.6227,6.4012,53.3561,watermelon
107.63,14.93,47.33,25.7779,86.4092,6.0701,45.0862,watermelon
102.41,17.46,55.3,23.2802,78.6622,6.2788,51.3959,watermelon
107.05,13.35,52.17,21.8139,88.113,6.8919,38.9897,watermelon
96.22,22.69,59.03,30.2953,95.2967,6.0766,45.5787,watermelon
108.85,13.59,57.82,24.0281,80.1368,6.8294,33.1796,watermelon
99.77,23.51,51.94,24.6275,88.6701,6.0679,46.2211,watermelon
94.28,13.19,54.17,28.4562,93.9845,6.3067,54.5735,watermelon
92.61,14.98,43.3,23.5829,88.5421,6.4063,46.4915,watermelon
79.17,14.6,49.46,27.0628,83.3321,6.9456,51.0528,watermelon
110.64,15.52,52.4,29.644,87.0727,6.5065,47.9123,watermelon
109.51,23.89,38.92,30.2277,93.7007,6.4465,42.007,watermelon
128.27,16.36,53.01,25.1051,88.838,6.2662,44.6935,watermelon
95.65,16.49,43.29,25.9759,86.9764,6.6305,54.2578,watermelon
92.33,14.29,44.05,25.2072,95.093,6.3718,51.0167,watermelon
81.99,16.7,46.29,25.9641,90.6044,6.4427,41.6768,watermelon
108.6,19.08,49.79,28.5965,78.5797,6.4104,36.2877,watermelon
106.3,16.92,40.7,23.2014,91.4199,6.68,47.4479,watermelon
114.52,17.25,56.0,27.2959,93.6469,6.6904,41.9268,watermelon
89.83,23.08,51.24,25.609,78.3388,6.2774,44.758,watermelon
106.16,19.37,63.47,28.737,71.1188,6.3432,35.819,watermelon
93.78,12.25,52.1,28.6308,79.7065,6.3185,53.2853,watermelon
112.44,17.57,54.0,25.1857,86.2825,6.5458,45.3212,watermelon
104.36,15.31,44.02,25.7784,94.0685,6.7267,46.3826,watermelon
83.44,20.61,41.73,27.7855,80.7633,6.5492,40.1695,watermelon
97.69,18.51,54.33,27.9666,90.8858,5.9523,44.0583,watermelon
79.52,23.65,42.35,21.055,66.7533,6.6899,46.8572,watermelon
87.37,14.3,54.49,27.7791,88.2621,6.1628,41.7072,watermelon
87.97,17.04,61.95,29.293,84.1528,6.3212,44.489,watermelon
92.59,12.68,56.62,26.5112,99.0,6.5496,55.704,watermelon
96.37,17.79,53.99,27.9004,73.7554,6.479,33.7497,watermelon
100.65,10.32,51.89,28.5575,86.8985,6.7182,47.2919,watermelon
100.15,19.61,47.31,26.4432,73.7125,6.3473,40.5017,watermelon
98.76,17.72,49.2,27.6285,83.152,6.2583,55.3554,watermelon
102.32,18.78,46.04,26.0254,75.0919,6.4221,44.7349,watermelon
86.5,21.94,40.79,25.8957,99.0,6.7443,38.6699,watermelon
99.73,19.12,50.25,24.6769,84.5112,6.6574,44.4907,watermelon
113.34,11.62,57.76,26.346,85.5228,6.5218,48.4474,watermelon
97.34,15.22,40.98,29.7737,86.7009,6.8315,65.4294,watermelon
103.95,17.6,59.79,24.195,79.0741,6.7862,31.2313,watermelon
103.02,16.36,58.52,27.2337,94.3867,6.6971,37.6062,watermelon
107.62,16.97,52.78,26.6419,91.4814,6.2055,55.1365,watermelon
101.87,26.11,52.84,28.9497,93.4256,6.6958,35.4373,watermelon
107.45,18.5,48.7,29.3258,78.4743,6.4494,46.0674,watermelon
104.07,19.91,50.29,24.1514,94.9472,6.4013,42.6164,watermelon
105.57,7.96,46.75,24.8516,94.1389,6.3294,41.517,watermelon
103.42,21.73,50.22,24.9608,85.3732,6.4571,44.7947,watermelon
88.93,32.26,50.98,25.0316,93.2651,6.3436,43.6712,watermelon
87.29,24.73,63.17,25.2031,88.9087,6.5424,53.3994,watermelon
95.47,15.8,53.96,26.6941,75.842,6.4568,55.2981,watermelon
114.52,29.41,48.53,24.2972,85.7204,6.5551,48.9841,watermelon
97.28,18.14,49.31,24.5784,83.6294,6.6383,44.3475,watermelon
102.1,19.53,45.01,24.4188,87.5979,6.4264,47.8093,watermelon
79.33,16.66,46.16,26.9852,94.1479,6.3157,51.6352,watermelon
100.94,16.53,56.37,25.8725,75.5106,5.9984,53.0119,watermelon
99.86,6.76,46.54,25.5174,83.895,6.6927,48.5903,watermelon
72.27,21.94,45.68,24.3162,81.2471,6.5197,56.6936,watermelon
101.91,16.52,45.85,22.7919,81.5478,6.456,41.6844,watermelon
82.49,17.06,44.9,29.2631,81.2382,6.793,53.9797,watermelon
91.75,19.37,57.89,25.4225,87.4772,6.1779,50.9305,watermelon
108.94,15.93,51.0,31.421,90.6622,6.5141,41.73,watermelon
100.57,19.32,48.02,27.5456,89.4383,6.259,47.6288,watermelon
94.52,24.02,50.2,29.6585,88.2997,6.664,48.11,watermelon
93.66,20.02,51.52,27.987,91.3522,5.9435,45.0058,watermelon
94.82,17.23,44.77,26.317,99.0,6.701,44.9295,watermelon
100.61,17.38,40.27,24.8047,87.9512,6.6907,35.3262,watermelon
86.99,19.0,59.37,24.0463,94.148,6.2692,41.1751,watermelon
110.24,13.84,56.92,28.2393,93.7493,6.5166,44.3314,watermelon
87.52,19.04,52.64,26.5301,99.0,6.2746,41.992,watermelon
81.73,21.42,56.43,27.233,90.9236,6.6069,40.0104,watermelon
108.91,18.44,63.4,27.6292,81.0898,6.7051,53.4276,watermelon
94.63,15.88,46.25,26.7119,89.1342,6.2488,45.2725,watermelon
121.67,17.03,46.0,28.5145,98.7972,7.0795,25.5692,muskmelon
102.23,22.58,51.88,31.0127,98.3642,6.7946,20.0,muskmelon
110.4,13.91,47.64,32.0104,99.0,6.4186,29.0562,muskmelon
97.92,21.83,52.53,28.2376,94.172,6.5978,25.7113,muskmelon
93.38,15.6,53.83,30.7532,94.3466,6.3293,20.5656,muskmelon
102.63,23.02,44.66,28.2122,98.9152,6.5798,22.6353,muskmelon
112.96,22.89,48.71,29.6529,92.9293,7.0375,29.9768,muskmelon
99.11,17.55,48.92,29.0827,96.8896,6.3384,25.6634,muskmelon
104.47,13.0,56.71,28.6091,90.6394,6.442,20.1405,muskmelon
102.58,16.04,46.74,30.3156,80.323,6.3108,20.866,muskmelon
99.02,17.93,46.44,27.5718,97.5872,6.351,26.4992,muskmelon
99.53,22.44,42.85,31.8585,84.7079,6.3993,26.9792,muskmelon
90.02,19.6,43.63,27.8369,89.8053,6.2263,25.4515,muskmelon
99.89,20.69,40.55,27.4658,98.9201,6.4341,22.8341,muskmelon
106.53,19.75,45.08,29.4954,98.9906,6.5136,27.2387,muskmelon
102.96,22.23,61.15,29.255,99.0,6.3992,22.7524,muskmelon
101.84,17.0,54.84,30.7111,81.8817,5.9252,20.5812,muskmelon
107.25,18.82,58.94,30.1697,95.7761,6.4614,30.3465,muskmelon
101.95,18.14,43.35,26.7453,92.4539,6.4882,25.9552,muskmelon
100.14,15.81,36.37,31.9731,99.0,6.9744,20.8608,muskmelon
107.35,23.06,52.21,29.4453,99.0,6.5067,24.537,muskmelon
101.37,22.95,62.98,30.4829,86.1465,6.7339,24.1092,muskmelon
97.63,24.03,46.6,34.4043,94.0953,6.3936,22.6003,muskmelon
104.68,14.18,50.71,32.5729,98.9958,6.8245,24.9342,muskmelon
99.65,19.75,39.01,30.4211,91.972,6.2639,20.2859,muskmelon
97.18,23.46,50.2,27.2539,99.0,6.6262,27.4946,muskmelon
101.55,25.51,49.13,27.2873,91.5912,6.7101,23.9754,muskmelon
101.67,10.46,35.35,32.3241,92.1988,6.6734,20.0,muskmelon
88.96,17.99,42.74,29.1964,87.5602,7.041,23.0874,muskmelon
103.33,17.05,42.18,29.6632,94.9235,6.3539,21.5365,muskmelon
118.47,25.95,38.94,27.7091,75.8908,6.8534,20.0,muskmelon
90.2,6.95,44.93,30.8917,92.5134,6.7889,23.3767,muskmelon
94.97,12.76,53.56,32.2828,99.0,6.5124,28.1471,muskmelon
127.8,25.17,45.57,33.0471,85.6194,6.9598,23.5687,muskmelon
91.78,15.65,58.04,29.1037,84.2902,6.4634,26.8326,muskmelon
112.86,11.49,47.46,31.2898,99.0,6.5056,24.034,muskmelon
97.71,25.56,52.28,29.8098,99.0,6.4986,22.1745,muskmelon
100.6,10.84,53.48,31.7606,85.8659,6.1817,21.0736,muskmelon
98.69,23.11,60.74,29.9921,99.0,6.6904,20.0,muskmelon
104.26,10.2,44.99,28.3517,96.5947,6.6513,27.7031,muskmelon
84.2,10.79,53.1,32.6403,99.0,6.4738,26.923,muskmelon
101.86,19.0,43.37,30.1971,89.2488,6.9406,22.8868,muskmelon
95.97,13.76,62.05,29.2971,99.0,6.3907,20.0,muskmelon
81.37,19.36,42.72,30.3556,92.3919,6.0676,25.8883,muskmelon
111.21,27.01,52.69,28.5267,92.1278,6.9756,20.3809,muskmelon
78.92,17.22,60.92,30.8305,96.8943,6.7528,24.5755,muskmelon
121.48,26.14,41.62,29.6074,91.6478,6.6565,20.0,muskmelon
106.17,19.62,54.17,28.4104,84.8758,6.4151,24.368,muskmelon
86.39,22.78,43.05,34.7538,94.7906,6.5855,23.4747,muskmelon
113.38,6.23,66.3,27.9854,92.0905,6.1849,20.0,muskmelon
92.5,21.18,36.76,30.7066,89.3925,6.4437,30.4718,muskmelon
92.95,20.41,39.38,30.1136,99.0,6.2741,22.6972,muskmelon
81.99,16.2,42.15,27.9488,99.0,6.5655,22.9629,muskmelon
91.36,27.48,42.37,29.3253,88.4852,6.7309,26.1387,muskmelon
92.54,15.53,53.65,27.3149,95.1846,6.2381,23.7973,muskmelon
108.18,9.96,62.6,34.133,91.6094,6.6812,25.4559,muskmelon
111.67,21.91,58.09,29.4641,99.0,6.5499,20.0,muskmelon
87.59,10.88,51.64,29.6344,96.9504,6.671,23.4313,muskmelon
102.71,18.38,50.07,33.8904,99.0,6.4394,20.0,muskmelon
81.6,24.7,45.76,28.352,99.0,6.676,23.0494,muskmelon
102.74,20.49,52.74,32.5888,94.7809,6.326,29.7803,muskmelon
121.62,16.76,48.54,31.1851,92.8817,6.0794,20.0,muskmelon
82.2,16.24,51.33,26.042,99.0,6.1365,22.597,muskmelon
89.85,24.33,44.81,29.2578,98.6673,6.3743,20.0,muskmelon
107.27,11.9,41.59,30.8732,88.9246,6.0969,24.0318,muskmelon
108.45,21.88,50.18,30.0711,89.6547,6.8876,25.8647,muskmelon
90.59,28.97,50.02,30.0765,91.6621,6.4793,25.5339,muskmelon
114.74,20.72,45.83,28.7857,99.0,6.7298,21.5925,muskmelon
91.84,16.81,44.63,28.5743,99.0,6.6968,20.0,muskmelon
116.73,17.2,53.91,29.3832,99.0,6.5016,20.0,muskmelon
104.69,15.6,53.18,33.9226,89.7478,7.3841,29.0259,muskmelon
112.71,14.74,63.14,28.1846,94.8412,7.2319,27.5159,muskmelon
103.71,18.59,59.67,29.0356,91.5988,6.848,23.6346,muskmelon
106.57,21.4,41.64,30.0577,92.9059,6.2737,24.6492,muskmelon
107.1,26.05,48.66,27.0737,99.0,6.8582,20.0,muskmelon
111.45,8.22,40.45,30.8639,93.7247,6.0629,29.1625,muskmelon
99.67,5.8,37.13,27.424,99.0,6.8492,21.1234,muskmelon
91.0,26.15,65.37,27.8255,90.9022,5.861,25.7491,muskmelon
99.21,18.29,60.36,27.7295,98.4485,6.4203,20.0,muskmelon
93.33,18.55,45.59,26.7188,91.3435,6.8023,23.2872,muskmelon
93.98,20.51,58.7,32.5367,82.9767,6.5963,28.9937,muskmelon
116.55,17.07,59.74,31.0432,87.8712,6.1304,20.2123,muskmelon
106.23,27.88,36.56,31.8448,94.7448,6.5426,26.9974,muskmelon
105.77,20.46,55.95,31.6625,99.0,6.5964,20.0,muskmelon
110.73,15.76,46.56,29.6638,91.2425,6.5512,20.3924,muskmelon
106.18,16.21,52.68,29.941,92.9849,6.3982,23.9641,muskmelon
118.67,17.28,71.07,32.0274,96.938,6.7138,27.8866,muskmelon
79.05,14.11,61.1,33.2769,90.4035,6.7862,22.8073,muskmelon
90.02,26.45,49.1,27.4838,91.0974,6.4615,26.4743,muskmelon
92.99,18.62,59.95,35.0399,94.4327,6.8799,28.5765,muskmelon
86.24,12.15,36.55,27.3687,91.3806,6.4609,20.9154,muskmelon
101.13,20.03,53.53,29.0761,83.302,6.3775,20.0,muskmelon
101.6,25.2,53.69,30.1481,90.099,6.8392,22.5779,muskmelon
119.75,23.3,54.94,30.3318,97.6895,6.8301,29.0924,muskmelon
109.04,14.2,46.44,33.9277,97.876,6.345,20.7494,muskmelon
94.92,12.45,52.67,32.0238,99.0,6.3087,28.0598,muskmelon
104.94,25.14,55.99,30.8257,99.0,6.9411,22.95,muskmelon
81.73,9.88,33.74,32.071,88.5989,6.4743,31.0248,muskmelon
101.42,19.85,47.79,30.6915,89.5275,6.5008,32.9817,muskmelon
100.89,15.16,43.68,28.6492,89.7923,6.4369,28.1259,muskmelon
90.98,24.57,54.63,30.9713,93.0876,6.8304,20.0,muskmelon
97.99,12.73,59.64,30.1351,90.2604,7.036,20.0,muskmelon
93.07,14.02,45.72,28.3143,92.9528,6.5175,24.2447,muskmelon
90.67,21.09,42.38,32.5256,88.7668,7.1044,27.6266,muskmelon
106.74,21.98,50.82,29.8911,98.7064,6.3614,26.004,muskmelon
110.34,24.8,41.93,27.759,88.3116,6.4293,21.1056,muskmelon
105.1,20.36,48.41,28.0747,88.0146,6.6683,20.0,muskmelon
95.62,19.75,47.68,31.07,97.1214,6.2958,27.7192,muskmelon
93.37,23.25,54.06,32.0989,98.3338,6.6651,31.4344,muskmelon
95.93,11.15,52.21,30.9633,92.6493,6.3704,21.3198,muskmelon
97.8,13.6,51.13,30.9725,99.0,6.114,27.3009,muskmelon
91.28,11.57,61.46,28.3794,98.7807,6.0644,34.4117,muskmelon
110.54,5.0,51.89,30.1858,99.0,6.4191,23.2411,muskmelon
97.98,22.21,47.08,29.3398,98.3976,6.6044,23.3221,muskmelon
107.65,25.15,47.93,29.6101,99.0,6.1597,26.2389,muskmelon
86.0,20.78,44.65,29.7764,94.3716,6.5446,22.8626,muskmelon
93.12,19.9,42.87,28.6801,99.0,6.5454,29.3569,muskmelon
108.59,18.42,40.27,31.5033,99.0,6.4581,22.384,muskmelon
108.74,18.28,57.94,27.9818,93.1443,6.2684,23.8758,muskmelon
87.97,26.48,44.97,27.4027,89.8688,6.5601,20.0,muskmelon
103.03,25.75,52.21,28.4296,90.9239,6.4644,23.0577,muskmelon
103.29,15.07,47.9,31.7668,96.4907,6.7454,20.0,muskmelon
92.92,23.54,49.8,30.6783,87.1018,6.1768,25.3843,muskmelon
103.57,24.15,58.08,26.4335,91.2776,6.5285,20.0,muskmelon
84.2,21.25,51.24,31.1945,99.0,6.182,27.9196,muskmelon
90.73,19.94,43.54,29.903,98.001,6.4407,20.5153,muskmelon
105.99,19.77,46.05,29.1652,79.8842,6.2262,31.1365,muskmelon
100.3,10.59,56.02,29.516,86.0041,6.2707,29.483,muskmelon
100.81,10.15,53.38,27.3327,99.0,6.499,26.1426,muskmelon
98.25,21.92,56.46,30.3465,99.0,6.3586,20.0,muskmelon
105.37,12.5,48.33,27.4649,90.5024,6.8667,21.4884,muskmelon
105.85,11.05,40.23,29.3,85.0694,6.7948,20.4148,muskmelon
107.91,7.62,53.55,29.3026,86.503,6.7012,20.9155,muskmelon
101.26,15.62,51.77,31.5398,97.055,6.6962,30.3071,muskmelon
96.12,19.87,51.95,30.0795,99.0,6.5326,23.3894,muskmelon
94.43,20.27,40.33,31.412,99.0,6.8262,21.3685,muskmelon
89.43,22.25,45.52,27.6085,84.5459,6.4265,21.0084,muskmelon
95.97,16.04,43.43,29.7844,92.2254,7.0298,21.8726,muskmelon
93.94,18.54,52.8,31.0606,88.8577,6.2645,26.1305,muskmelon
116.02,22.23,53.04,32.4846,94.8217,6.2178,20.0,muskmelon
89.53,20.32,49.7,27.7216,86.0136,6.1513,24.3927,muskmelon
110.37,15.08,56.77,28.3181,90.7251,6.1948,25.6942,muskmelon
97.32,19.5,60.43,31.0106,88.7964,6.0927,20.0,muskmelon
97.94,8.08,52.47,33.2232,97.1416,6.5535,20.0,muskmelon
104.01,18.0,54.7,30.5718,90.9108,6.7135,23.8092,muskmelon
85.81,14.91,46.21,27.7801,91.7729,6.5085,29.7639,muskmelon
92.0,25.59,44.92,27.8191,97.0655,6.1537,28.8109,muskmelon
87.59,13.11,57.07,30.2697,99.0,6.3826,21.5661,muskmelon
96.2,18.58,43.88,30.7152,99.0,6.7104,29.6372,muskmelon
90.91,15.86,54.88,29.5575,96.7361,6.4145,22.7215,muskmelon
113.17,15.21,62.04,27.8419,93.4686,6.3004,22.6872,muskmelon
94.17,19.89,54.57,32.2028,99.0,6.1216,24.3761,muskmelon
76.22,15.91,49.43,29.3026,99.0,6.3943,27.3579,muskmelon
96.66,27.26,40.62,31.0539,99.0,6.3244,21.564,muskmelon
108.07,8.13,51.14,26.4537,84.524,6.4784,22.4078,muskmelon
116.3,21.16,57.06,32.4023,99.0,6.6191,20.0,muskmelon
97.71,17.58,48.75,28.6304,96.1492,6.4294,25.4041,muskmelon
94.83,17.75,57.15,32.6894,88.6378,6.5462,27.7334,muskmelon
99.86,19.51,52.56,31.2255,89.9687,6.618,27.9785,muskmelon
104.15,22.99,52.04,27.1425,97.4922,6.1925,20.0,muskmelon
88.71,19.33,47.78,30.4911,78.9302,6.9715,22.4684,muskmelon
97.56,23.01,39.81,33.3131,93.2472,6.3146,28.9819,muskmelon
99.5,18.23,47.02,28.8042,90.0696,6.6291,24.9287,muskmelon
100.46,12.83,46.97,33.3167,89.4584,6.216,24.1364,muskmelon
98.55,17.55,54.03,30.7715,91.2568,6.5275,24.0421,muskmelon
90.64,23.76,49.89,32.6807,85.1236,6.5367,26.1658,muskmelon
103.39,15.95,57.58,30.319,99.0,6.9148,25.1437,muskmelon
99.55,12.59,51.97,29.752,81.2326,6.4418,21.6985,muskmelon
99.53,21.1,46.47,33.6743,95.0157,6.8249,27.5242,muskmelon
89.17,19.68,44.3,31.4428,88.9147,6.5726,20.0,muskmelon
106.4,14.15,45.78,29.5294,99.0,6.963,29.2885,muskmelon
90.52,16.83,51.13,30.8478,94.1361,6.055,20.4162,muskmelon
116.16,17.09,47.39,28.8703,81.26,6.6205,26.1916,muskmelon
88.21,18.03,42.46,30.2158,97.2809,5.8318,23.3409,muskmelon
107.62,21.23,57.05,32.3912,87.4445,6.4855,22.0945,muskmelon
80.92,15.97,51.07,29.6763,99.0,6.7552,29.4303,muskmelon
77.42,21.49,51.92,28.251,97.7063,6.8614,26.9716,muskmelon
94.45,15.33,44.24,28.0662,99.0,6.6847,23.7642,muskmelon
77.4,26.33,42.71,30.1472,95.1222,6.4274,30.9807,muskmelon
107.3,26.44,48.86,28.3849,98.9149,6.6363,27.919,muskmelon
99.78,13.72,35.8,27.1345,94.2565,7.1291,20.7781,muskmelon
114.01,11.87,55.46,27.6028,90.4621,6.5188,20.0,muskmelon
98.33,22.89,45.07,32.3502,99.0,6.7403,24.4274,muskmelon
102.43,19.29,48.13,29.7153,86.6171,6.3927,29.534,muskmelon
97.32,20.76,52.99,30.1155,93.7822,6.7676,26.4426,muskmelon
91.26,14.73,48.43,28.0668,90.5886,6.7265,30.2959,muskmelon
95.93,17.34,41.82,28.837,99.0,6.3474,21.6067,muskmelon
87.96,16.28,60.54,28.7725,88.3199,6.6943,23.5311,muskmelon
103.87,19.52,39.27,29.4465,91.547,6.7062,23.6282,muskmelon
96.92,11.77,34.34,26.6832,94.2635,6.685,24.9649,muskmelon
99.0,17.5,56.12,32.1793,99.0,6.4897,27.0698,muskmelon
128.24,11.72,39.78,29.9671,90.8049,6.8073,30.5295,muskmelon
95.97,15.42,58.77,30.4042,91.5946,6.2663,31.3708,muskmelon
103.14,17.51,52.64,31.8287,85.9108,6.5024,30.6663,muskmelon
99.46,20.54,51.98,31.6755,88.102,6.5279,26.6763,muskmelon
111.58,20.95,46.02,28.8498,96.4779,6.7928,22.6311,muskmelon
102.38,21.8,44.22,31.2089,94.1924,6.2584,24.9036,muskmelon
97.29,10.59,47.37,31.1884,94.2886,6.5603,26.6209,muskmelon
122.93,24.32,43.86,30.632,99.0,6.3769,24.5403,muskmelon
91.4,14.78,58.45,32.1222,83.9663,6.5274,20.3448,muskmelon
17.69,24.79,6.87,27.9923,96.6043,6.8193,108.9931,orange
24.34,22.24,11.71,24.4947,94.8512,6.6953,118.4616,orange
18.77,24.29,12.71,22.0315,92.0531,6.8408,123.479,orange
20.12,24.76,13.68,22.3205,89.4242,7.1644,106.7813,orange
19.61,13.46,9.19,26.9452,95.5995,6.8915,116.758,orange
15.54,12.46,11.41,25.3677,95.1158,7.0417,118.3365,orange
19.14,24.1,12.57,20.8873,95.836,7.2793,109.5875,orange
17.71,15.44,5.95,20.7889,85.1778,7.15,127.5809,orange
16.54,19.33,10.83,24.0501,94.6964,6.6809,118.4554,orange
14.71,13.52,12.71,25.233,91.4567,7.112,102.1461,orange
19.5,13.58,11.53,22.6439,88.607,7.2619,110.6008,orange
23.09,19.32,9.76,20.6397,96.6421,6.8545,116.6017,orange
25.6,8.12,17.83,21.7497,93.8864,6.6036,127.2009,orange
13.03,19.13,15.79,27.2915,99.0,6.8898,114.2086,orange
28.03,18.1,10.03,24.9939,95.4224,7.047,110.8946,orange
21.46,13.88,9.43,26.0002,91.5139,7.1481,120.6381,orange
14.36,16.1,12.1,26.33,92.4586,6.8698,105.8055,orange
